urlID,Ruler,Denomination,Mat,x,y
323185,NULL,Unit (silver),AgCu,382000,135000.6312
323186,NULL,Unit (silver),AgCu,381999.0633,134999.5952
323187,NULL,Unit (silver),AgCu,381999.0213,134999.2451
323191,NULL,Unit (silver),AgCu,426999.9262,80800.23257
323197,NULL,Unit (silver),AgCu,382000.0221,135000.0104
323198,NULL,Unit (silver),AgCu,381999.6606,135000.4211
323199,NULL,Unit (silver),AgCu,382000.9365,135000.5447
323202,NULL,Unit (silver),AgCu,381999.564,135000.9293
323203,NULL,Unit (silver),AgCu,381999.3099,134999.4749
323204,NULL,Unit (silver),AgCu,382000.8503,135000.172
323205,NULL,Unit (silver),AgCu,382000.7737,135000.7506
323206,NULL,Unit (silver),AgCu,381999.128,134999.3379
323207,NULL,Unit (silver),AgCu,372999.8449,200000.198
323209,NULL,Unit (silver),AgCu,548999.9056,215000.2217
323212,NULL,Unit (silver),AgCu,427000.1381,80800.26988
323214,NULL,Unit (silver),AgCu,431699.5775,159400.6213
323215,NULL,Unit (silver),AgCu,431699.0498,159399.3793
323216,NULL,Unit (silver),AgCu,431699.0179,159400.1416
323217,NULL,Unit (silver),AgCu,374499.6894,213899.7061
323219,NULL,Stater (copper alloy),AgCu,365999.6525,298000.5176
323222,ANTED (Dobunni),Stater (copper alloy),AgCu,382000.8114,134999.3931
323226,ANTED (Dobunni),Stater (copper alloy),AgCu,381999.5619,135000.0649
323227,ANTED (Dobunni),Unit (silver),AgCu,381999.8686,135000.5013
323228,ANTED (Dobunni),Unit (silver),AgCu,382000.0681,135000.1977
323229,ANTED (Dobunni),Unit (silver),AgCu,381999.7429,134999.4514
323230,ANTED (Dobunni),Unit (silver),AgCu,382000.671,135000.8424
323231,ANTED (Dobunni),Unit (silver),AgCu,381999.5658,134999.0064
323236,EISV,Unit (silver),AgCu,426999.4264,80799.9973
323237,EISV,Unit (silver),AgCu,382000.1946,134999.2203
323238,EISV,Unit (silver),AgCu,426999.2419,80799.98639
323239,EISV,Unit (silver),AgCu,381999.9139,135000.8285
323240,EISV,Unit (silver),AgCu,381999.4576,135000.4118
323241,EISV,Unit (silver),AgCu,382000.2601,134999.855
323242,EISV,Unit (silver),AgCu,381999.7185,135000.6158
323247,EISV,Unit (silver),AgCu,382000.4909,134999.8181
323248,INAM,Stater (copper alloy),AgCu,395699.3242,100600.1757
323265,NULL,Stater (copper alloy),AgCu,412000.8371,191999.1366
323276,BODVOC,Unit (silver),AgCu,397999.6537,177000.2606
323280,NULL,Unit (silver),AgCu,391249.8678,163260.5213
323282,NULL,Unit (silver),AgCu,391249.8511,163259.0381
323283,NULL,Unit (silver),AgCu,412499.1932,209700.4769
323284,NULL,Unit (silver),AgCu,419500.9456,247300.4724
323286,ANTED (Dobunni),Unit (silver),AgCu,391249.6802,163259.5239
323287,NULL,Unit (silver),AgCu,391249.7156,163260.0112
323288,NULL,Unit (copper alloy),AgCu,407399.209,159300.6432
323289,EISV,Unit (silver),AgCu,419500.0719,247300.8408
323290,EISV,Unit (silver),AgCu,419499.8773,247299.7393
323291,EISV,Unit (silver),AgCu,412499.3745,209699.4967
323293,NULL,Unit (silver),AgCu,417999.8271,196000.1277
323294,NULL,Unit (silver),AgCu,412499.9412,209699.2317
323296,EISV,Unit (silver),AgCu,318100.0269,161300.3044
323309,NULL,Unit (silver),AgCu,382000.0585,134999.8094
323310,NULL,Unit (silver),AgCu,381999.4169,135000.6214
323311,NULL,Unit (silver),AgCu,382000.1981,135000.1613
323312,NULL,Unit (copper alloy),AgCu,382000.2774,135000.0819
323315,NULL,Unit (silver),AgCu,454999.3473,200000.786
323317,NULL,Unit (silver),AgCu,366499.6482,298700.2332
323318,NULL,Unit (silver),AgCu,474977.8079,194843.2078
323319,NULL,Unit (silver),AgCu,382000.2514,134999.9188
323321,NULL,Unit (silver),AgCu,474978.0856,194844.7902
323322,NULL,Unit (silver),AgCu,382000.4067,135000.1668
323323,NULL,Unit (silver),AgCu,382000.7555,135000.9133
323324,NULL,Unit (silver),AgCu,382000.8381,135000.0647
323325,NULL,Unit (silver),AgCu,381999.9758,135000.1691
323326,NULL,Unit (silver),AgCu,381999.5247,134999.2322
323328,NULL,Unit (silver),AgCu,382000.8659,135000.1404
323329,NULL,Unit (silver),AgCu,381999.0261,135000.6341
323333,NULL,Unit (silver),AgCu,366499.1395,298699.2365
323334,NULL,Unit (silver),AgCu,480300.8761,250500.7379
323335,NULL,Unit (silver),AgCu,480299.5494,250499.2622
323336,NULL,Unit (silver),AgCu,394999.3443,245000.3613
323338,ANTED (Dobunni),Unit (silver),AgCu,417499.3282,211199.538
323339,ANTED (Dobunni),Unit (silver),AgCu,483000.2736,250500.9174
323342,NULL,Stater (copper alloy),AgCu,366500.5282,298699.6432
323369,NULL,Unit (silver),AgCu,390700.4056,185700.3284
323370,EISV,Unit (silver),AgCu,390699.8716,185699.6319
323371,EISV,Unit (silver),AgCu,360839.6641,152969.1955
323373,NULL,Unit (silver),AgCu,387999.1189,198999.3904
323374,NULL,Unit (silver),AgCu,446719.8795,196950.561
323375,NULL,Unit (silver),AgCu,463300.2109,201900.358
323377,NULL,Unit (silver),AgCu,366500.0953,298699.3755
323378,NULL,Unit (silver),AgCu,396999.6336,142999.9247
323382,NULL,Unit (copper alloy),AgCu,465999.0169,209999.1708
323383,NULL,Unit (silver),AgCu,399100.7639,177199.7644
323384,NULL,Unit (silver),AgCu,422599.5647,84900.26215
323385,EISV,Unit (silver),AgCu,426999.1606,80800.61064
323387,NULL,Half unit (silver),AgCu,388500.6233,192900.1229
323388,NULL,Unit (silver),AgCu,385500.4609,154399.9553
323391,ANTED (Dobunni),Unit (silver),AgCu,385500.6053,154400.7651
323392,ANTED (Dobunni),Unit (silver),AgCu,442100.1822,286599.3318
323393,EISV,Unit (silver),AgCu,385499.9895,154400.0513
323394,NULL,Unit (copper alloy),AgCu,385500.1664,154399.8919
323395,NULL,Unit (silver),AgCu,385500.7794,154400.9723
323396,NULL,Unit (silver),AgCu,427999.6218,158999.5003
323400,NULL,Unit (silver),AgCu,368999.5685,214000.6841
323403,ANTED (Dobunni),Unit (silver),AgCu,427299.6041,210800.8824
323405,EISV,Unit (silver),AgCu,388900.4927,189599.2755
323409,NULL,Unit (silver),AgCu,411000.7851,195999.8399
323410,NULL,Unit (silver),AgCu,405899.3207,143799.3975
323411,NULL,Unit (silver),AgCu,400200.6429,142300.4669
323412,NULL,Unit (silver),AgCu,410999.5758,196000.9845
323413,NULL,Unit (silver),AgCu,411679.2881,196649.718
323415,NULL,Unit (silver),AgCu,457649.2808,215749.2393
323416,NULL,Unit (silver),AgCu,388499.4987,192899.3566
323422,NULL,Unit (silver),AgCu,411000.3697,195999.229
323423,NULL,Unit (silver),AgCu,411700.8706,196199.6656
323424,NULL,Unit (silver),AgCu,411700.5515,196199.3973
323425,NULL,Unit (silver),AgCu,411699.2929,196200.6102
323426,NULL,uncertain,AgCu,411700.1859,196200.9743
323427,NULL,Unit (silver),AgCu,411699.3706,196199.1786
323428,NULL,Unit (silver),AgCu,411700.7754,196200.1379
323429,NULL,Unit (silver),AgCu,411700.2578,196200.9861
323430,NULL,Unit (silver),AgCu,411700.5564,196199.1908
323431,NULL,Unit (silver),AgCu,411000.6754,195999.1136
323432,NULL,Unit (silver),AgCu,411699.9194,196199.4094
323433,NULL,Unit (silver),AgCu,411700.0638,196199.8419
323434,NULL,Unit (silver),AgCu,403999.4324,192999.7846
323435,NULL,Unit (silver),AgCu,412000.3789,192000.452
323436,NULL,Unit (silver),AgCu,411699.2178,196200.9415
323437,NULL,Unit (silver),AgCu,411699.0196,196200.916
323438,NULL,Unit (silver),AgCu,411699.9492,196200.5243
323439,NULL,Unit (silver),AgCu,465999.0912,210000.089
323444,NULL,Unit (silver),AgCu,385499.2705,154400.6164
323445,NULL,Unit (silver),AgCu,411830.974,196440.5367
323446,NULL,Unit (silver),AgCu,411700.8581,196199.0447
323447,NULL,Unit (silver),AgCu,411699.1105,196200.4097
323448,NULL,Unit (silver),AgCu,411700.6283,196199.1217
323449,NULL,Unit (silver),AgCu,411700.1254,196200.6399
323450,NULL,Unit (silver),AgCu,411700.5844,196200.1769
323453,NULL,Unit (silver),AgCu,411699.5579,196200.3311
323454,NULL,Unit (silver),AgCu,411700.7197,196200.7035
323455,NULL,Unit (silver),AgCu,411699.6161,196200.9667
323456,NULL,Unit (silver),AgCu,411699.4169,196200.187
323457,NULL,Unit (silver),AgCu,398000.627,177000.6939
323458,NULL,Unit (silver),AgCu,423400.3927,144499.0783
323460,ANTED (Dobunni),Unit (silver),AgCu,440099.7035,160499.5023
323461,ANTED (Dobunni),Unit (silver),AgCu,411699.8716,196199.8335
323463,EISV,Unit (silver),AgCu,411700.5808,196000.8991
323465,NULL,Unit (silver),AgCu,411699.5085,196200.1573
323466,EISV,Unit (silver),AgCu,357399.5818,179299.1802
323542,NULL,Unit (silver),AgCu,465999.3848,209999.4678
323544,NULL,Unit (silver),AgCu,466000.1618,209999.7378
323545,NULL,Unit (silver),AgCu,447300.6746,203800.1664
323549,NULL,Unit (silver),AgCu,399000.144,177100.916
323550,NULL,Stater (copper alloy),AgCu,418000.2218,246999.7568
323556,BODVOC,Unit (silver),AgCu,429000.6392,214999.7765
323559,NULL,Unit (silver),AgCu,492000.029,184000.7683
323560,ANTED (Dobunni),Unit (silver),AgCu,409600.4095,199499.083
323561,NULL,Unit (silver),AgCu,429200.6525,189699.5031
323562,EISV,Stater (copper alloy),AgCu,460000.5876,184999.4305
323563,NULL,Half unit (silver),AgCu,400000.4443,205999.7345
323567,NULL,Half unit (silver),AgCu,433200.5222,188600.0318
323571,NULL,Unit (silver),AgCu,388999.9828,189600.5148
323575,NULL,Unit (silver),AgCu,377999.0469,146999.5538
323576,EISV,Unit (silver),AgCu,378000.9076,147000.2194
323577,ANTED (Dobunni),Unit (silver),AgCu,377999.5025,147000.8274
323578,NULL,Unit (silver),AgCu,377999.3087,146999.4204
323579,NULL,Stater (copper alloy),AgCu,422999.9907,194000.7277
323598,NULL,Unit (silver),AgCu,468000.244,211999.8881
323599,ANTED (Dobunni),Unit (silver),AgCu,468000.0033,211999.9806
323600,NULL,Unit (silver),AgCu,467999.6406,211999.0675
323601,NULL,Unit (silver),AgCu,467999.5358,211999.46
323602,NULL,Unit (silver),AgCu,468000.1356,212000.2187
323603,NULL,Unit (silver),AgCu,467999.6487,211999.6292
323604,NULL,Half unit (silver),AgCu,467999.7914,212000.8569
323605,NULL,Unit (silver),AgCu,468000.6499,211999.2682
323606,NULL,Unit (silver),AgCu,427000.7109,80800.73174
323607,EISV,Unit (silver),AgCu,427000.5871,80800.41172
323612,NULL,Unit (silver),AgCu,398999.4359,177100.8703
323613,NULL,Unit (copper alloy),AgCu,392999.739,208999.1183
323614,NULL,Unit (silver),AgCu,393600.0144,209800.7926
323615,NULL,Unit (silver),AgCu,393599.5338,209800.1891
323616,NULL,Unit (copper alloy),AgCu,393599.1429,209800.5195
323618,NULL,uncertain,AgCu,411799.2687,184500.0672
323619,NULL,Unit (copper alloy),AgCu,411799.2157,184500.4271
323620,NULL,Unit (silver),AgCu,411800.6598,184499.3726
323621,NULL,Unit (silver),AgCu,411799.7834,184499.1762
323622,NULL,Unit (silver),AgCu,411799.5659,184500.7193
323623,NULL,Unit (silver),AgCu,407776.2858,225820.2386
323624,NULL,Unit (silver),AgCu,417400.8695,237799.6325
323626,BODVOC,Stater (copper alloy),AgCu,422199.1988,241200.7219
323629,EISV,Unit (silver),AgCu,442500.3349,243099.6692
323630,NULL,Unit (silver),AgCu,417400.8005,237900.3476
323631,NULL,Unit (silver),AgCu,418000.6174,238999.8112
323632,NULL,Unit (silver),AgCu,417399.2108,237799.7784
323633,NULL,Unit (silver),AgCu,457650.04,215749.5437
323634,NULL,Unit (silver),AgCu,421750.7978,182599.0609
323635,NULL,Unit (silver),AgCu,403999.2633,211999.0612
323636,ANTED (Dobunni),Unit (silver),AgCu,420800.595,240299.4394
323637,NULL,Stater (copper alloy),AgCu,405099.0541,254400.5976
